SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
699GS2051, GS, 05-Sep-2024, 101.23, 100.25, 100.25, 100.25, 100.25, 100.25, 100.25, 1, 0.00, 1, 1, 100.00
702GS2027, GS, 05-Sep-2024, 102.03, 101.82, 101.83, 101.82, 101.83, 101.83, 101.83, 200, 0.20, 2, 200, 100.00
704GS2029, GS, 05-Sep-2024, 102.05, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 1601, 1.65, 4, 1601, 100.00
709GS2054, GS, 05-Sep-2024, 100.00, 100.50, 100.50, 100.50, 100.50, 100.50, 100.50, 100, 0.10, 1, 100, 100.00
710GS2029, GS, 05-Sep-2024, 104.03, 104.50, 104.50, 104.00, 104.00, 104.00, 104.12, 24151, 25.15, 10, 24150, 100.00
716GS2050, GS, 05-Sep-2024, 103.13, 103.13, 103.13, 103.13, 103.13, 103.13, 103.13, 2000, 2.06, 1, 2000, 100.00
717GS2030, GS, 05-Sep-2024, 104.15, 104.00, 104.45, 104.00, 104.45, 104.45, 104.42, 25104, 26.21, 4, 25104, 100.00
718GS2033, GS, 05-Sep-2024, 102.65, 102.75, 102.80, 102.16, 102.80, 102.80, 102.32, 601, 0.61, 4, 500, 83.19
718GS2037, GS, 05-Sep-2024, 104.19, 104.09, 104.09, 103.90, 103.90, 103.90, 103.96, 34937, 36.32, 6, 34937, 100.00
723GS2039, GS, 05-Sep-2024, 105.00, 104.99, 104.99, 104.99, 104.99, 104.99, 104.99, 100, 0.10, 1, 100, 100.00
725GS2063, GS, 05-Sep-2024, 105.16, 105.00, 105.50, 105.00, 105.10, 105.11, 105.19, 17566, 18.48, 23, 13096, 74.55
726GS2032, GS, 05-Sep-2024, 102.81, 103.00, 103.25, 102.90, 102.95, 102.95, 102.98, 213901, 220.27, 33, 213901, 100.00
726GS2033, GS, 05-Sep-2024, 102.93, 102.87, 103.00, 102.20, 102.20, 102.65, 102.89, 140000, 144.04, 21, 98000, 70.00
732GS2030, GS, 05-Sep-2024, 104.20, 104.20, 104.40, 104.05, 104.05, 104.05, 104.17, 1105, 1.15, 6, 1105, 100.00
733GS2026, GS, 05-Sep-2024, 103.36, 103.00, 103.32, 103.00, 103.32, 103.32, 103.20, 3260, 3.36, 9, 3260, 100.00
734GS2064, GS, 05-Sep-2024, 107.00, 106.99, 107.40, 106.99, 107.00, 107.00, 107.25, 1778, 1.91, 8, 1778, 100.00
736GS2052, GS, 05-Sep-2024, 107.50, 109.43, 109.43, 109.43, 109.43, 109.43, 109.43, 1, 0.00, 1, 1, 100.00
737GS2028, GS, 05-Sep-2024, 104.15, 104.20, 104.26, 104.20, 104.26, 104.26, 104.21, 900, 0.94, 2, 900, 100.00
738GS2027, GS, 05-Sep-2024, 103.23, 102.80, 103.30, 102.80, 103.30, 103.30, 103.28, 120133, 124.07, 53, 120073, 99.95
73GS2053, GS, 05-Sep-2024, 105.59, 105.85, 105.85, 105.22, 105.55, 105.55, 105.53, 7448, 7.86, 16, 7044, 94.58
741GS2036, GS, 05-Sep-2024, 105.50, 105.00, 106.00, 105.00, 105.60, 105.60, 105.49, 42765, 45.11, 11, 28435, 66.49
746GS2073, GS, 05-Sep-2024, 109.00, 109.05, 109.10, 108.40, 108.50, 108.45, 109.00, 2300, 2.51, 5, 2200, 95.65
74GS2062, GS, 05-Sep-2024, 108.01, 108.00, 113.41, 108.00, 109.99, 109.99, 110.42, 9, 0.01, 5, 7, 77.78
754GS2036, GS, 05-Sep-2024, 107.33, 107.24, 107.47, 107.24, 107.39, 107.35, 107.37, 370617, 397.93, 142, 320617, 86.51
824GS2027, GS, 05-Sep-2024, 104.70, 104.65, 104.70, 104.65, 104.69, 104.68, 104.69, 4010, 4.20, 51, 4010, 100.00
832GS2032, GS, 05-Sep-2024, 111.70, 112.00, 112.00, 112.00, 112.00, 112.00, 112.00, 200, 0.22, 1, 200, 100.00
92GS2030, GS, 05-Sep-2024, 117.50, 117.50, 117.50, 117.50, 117.50, 117.50, 117.50, 878, 1.03, 1, 878, 100.00
A2ZINFRA, BE, 05-Sep-2024, 17.75, 17.40, 17.60, 17.40, 17.40, 17.40, 17.45, 65862, 11.49, 88, -, -
AAATECH, EQ, 05-Sep-2024, 124.08, 125.95, 136.48, 125.51, 136.48, 136.37, 133.77, 426634, 570.70, 5870, 247875, 58.10
AADHARHFC, EQ, 05-Sep-2024, 416.50, 419.00, 435.90, 413.20, 434.00, 433.65, 427.35, 1657070, 7081.56, 37322, 751735, 45.37
AAKASH, BE, 05-Sep-2024, 12.94, 13.25, 13.25, 12.71, 12.92, 12.87, 12.93, 165681, 21.42, 756, -, -
AAREYDRUGS, BE, 05-Sep-2024, 73.61, 73.90, 74.80, 70.00, 72.45, 70.87, 71.43, 121065, 86.47, 637, -, -
AARON, EQ, 05-Sep-2024, 269.95, 271.40, 276.70, 267.40, 275.50, 275.40, 272.62, 21839, 59.54, 1909, 7292, 33.39
AARTECH, EQ, 05-Sep-2024, 80.44, 82.80, 83.00, 78.10, 80.00, 80.63, 80.30, 151024, 121.27, 2099, 62094, 41.12
AARTIDRUGS, EQ, 05-Sep-2024, 574.60, 570.00, 575.90, 565.95, 566.70, 566.85, 570.08, 189396, 1079.70, 11155, 91923, 48.53
AARTIIND, EQ, 05-Sep-2024, 609.60, 615.20, 621.95, 611.95, 617.90, 617.05, 617.85, 1936676, 11965.79, 33965, 1056938, 54.57
AARTIPHARM, EQ, 05-Sep-2024, 679.00, 684.80, 712.40, 677.20, 691.90, 690.80, 689.81, 436523, 3011.20, 24351, 222082, 50.88
AARTISURF, EQ, 05-Sep-2024, 657.65, 661.00, 669.95, 649.00, 654.00, 653.15, 659.80, 173908, 1147.44, 2877, 157948, 90.82
AARTISURF, P1, 05-Sep-2024, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00, 194.00, 5, 0.01, 1, 5, 100.00
AARVEEDEN, BE, 05-Sep-2024, 44.00, 44.00, 44.00, 43.12, 43.12, 43.12, 43.71, 58686, 25.65, 66, -, -
AARVI, EQ, 05-Sep-2024, 143.85, 143.85, 156.38, 143.85, 149.00, 150.51, 152.07, 86949, 132.23, 1933, 38321, 44.07
AATMAJ, SM, 05-Sep-2024, 27.10, 27.10, 27.30, 26.75, 27.25, 27.10, 27.04, 14000, 3.79, 7, 10000, 71.43
AAVAS, EQ, 05-Sep-2024, 1741.45, 1752.05, 1822.00, 1743.05, 1816.00, 1815.75, 1799.65, 677700, 12196.21, 46591, 252987, 37.33
ABAN, EQ, 05-Sep-2024, 83.95, 84.00, 84.35, 81.50, 81.61, 82.03, 82.63, 95996, 79.32, 1982, 56743, 59.11
ABB, EQ, 05-Sep-2024, 7639.05, 7655.00, 7678.00, 7611.40, 7632.00, 7650.10, 7648.01, 165098, 12626.71, 34336, 88134, 53.38
ABBOTINDIA, EQ, 05-Sep-2024, 29735.45, 29939.00, 30000.00, 29616.65, 29625.20, 29664.10, 29826.88, 4071, 1214.25, 2202, 1257, 30.88
ABCAPITAL, EQ, 05-Sep-2024, 221.74, 222.95, 224.50, 221.90, 223.42, 223.65, 223.05, 4173629, 9309.14, 26846, 2494181, 59.76
ABDL, EQ, 05-Sep-2024, 349.55, 352.95, 359.90, 350.00, 356.00, 357.45, 354.98, 1110685, 3942.71, 12145, 617110, 55.56
ABFRL, EQ, 05-Sep-2024, 310.45, 312.45, 316.85, 311.95, 314.65, 315.30, 314.80, 1651388, 5198.64, 15299, 790451, 47.87
ABGSEC, EQ, 05-Sep-2024, 102.20, 102.21, 102.41, 101.98, 101.98, 101.98, 102.35, 115, 0.12, 13, 90, 78.26
ABINFRA, SM, 05-Sep-2024, 80.00, 77.85, 83.00, 77.85, 81.00, 81.00, 80.69, 24000, 19.37, 12, 22000, 91.67
ABMINTLLTD, BE, 05-Sep-2024, 60.70, 60.70, 60.70, 59.49, 59.49, 59.49, 59.59, 417, 0.25, 12, -, -
ABSLAMC, EQ, 05-Sep-2024, 735.80, 738.00, 756.70, 735.10, 743.00, 746.35, 746.34, 512404, 3824.27, 31820, 306337, 59.78
ABSLBANETF, EQ, 05-Sep-2024, 52.12, 52.42, 52.47, 52.00, 52.00, 52.21, 52.24, 19881, 10.38, 326, 17990, 90.49
ABSLLIQUID, EQ, 05-Sep-2024, 999.99, 999.99, 1000.01, 999.99, 1000.01, 1000.01, 1000.00, 4197, 41.97, 17, 2373, 56.54
ABSLNN50ET, EQ, 05-Sep-2024, 78.02, 78.69, 78.70, 77.98, 78.37, 78.37, 78.31, 15190, 11.90, 335, 5354, 35.25
ABSLPSE, EQ, 05-Sep-2024, 11.40, 11.53, 11.53, 11.32, 11.39, 11.35, 11.38, 136000, 15.47, 729, 93530, 68.77
ABSMARINE, SM, 05-Sep-2024, 258.80, 263.00, 307.95, 258.00, 294.00, 294.50, 287.16, 858000, 2463.80, 786, 323000, 37.65
ACC, EQ, 05-Sep-2024, 2348.55, 2363.00, 2449.90, 2360.00, 2423.00, 2419.80, 2417.75, 1321066, 31940.08, 77408, 327091, 24.76
ACCELYA, EQ, 05-Sep-2024, 1749.55, 1758.00, 1785.00, 1750.55, 1760.00, 1761.30, 1769.77, 15848, 280.47, 3317, 9275, 58.52
ACCENTMIC, SM, 05-Sep-2024, 272.60, 275.00, 278.00, 275.00, 278.00, 277.95, 276.70, 10500, 29.05, 21, 9000, 85.71
ACCORD, SM, 05-Sep-2024, 26.50, 27.70, 27.70, 27.70, 27.70, 27.70, 27.70, 2000, 0.55, 1, 2000, 100.00
ACCURACY, BE, 05-Sep-2024, 10.81, 10.59, 10.59, 10.59, 10.59, 10.59, 10.59, 197977, 20.97, 490, -, -
ACE, EQ, 05-Sep-2024, 1279.15, 1281.05, 1289.95, 1265.10, 1276.00, 1277.40, 1271.63, 298627, 3797.43, 29584, 172301, 57.70
ACEINTEG, EQ, 05-Sep-2024, 33.41, 34.45, 34.45, 32.86, 32.86, 33.40, 33.83, 11434, 3.87, 189, 8173, 71.48
ACI, EQ, 05-Sep-2024, 732.10, 737.85, 753.85, 726.30, 728.00, 728.70, 738.40, 535128, 3951.39, 16690, 214964, 40.17
ACL, EQ, 05-Sep-2024, 90.81, 90.82, 92.40, 90.00, 90.01, 90.08, 90.53, 68925, 62.40, 1265, 43328, 62.86
ACLGATI, EQ, 05-Sep-2024, 103.50, 103.75, 105.90, 103.29, 104.75, 105.00, 104.67, 603563, 631.72, 6142, 286704, 47.50
ACSAL, SM, 05-Sep-2024, 71.15, 74.70, 74.70, 74.70, 74.70, 74.70, 74.70, 12000, 8.96, 4, 12000, 100.00
ADANIENSOL, EQ, 05-Sep-2024, 1028.60, 1035.00, 1037.80, 1001.30, 1007.90, 1007.45, 1016.50, 1162678, 11818.58, 56636, 598203, 51.45
ADANIENT, EQ, 05-Sep-2024, 3012.35, 3025.00, 3037.90, 3002.00, 3012.00, 3015.35, 3015.88, 734273, 22144.82, 45054, 220866, 30.08
ADANIGREEN, EQ, 05-Sep-2024, 1930.90, 1931.55, 1947.00, 1885.00, 1896.00, 1890.30, 1901.48, 576528, 10962.54, 40841, 300600, 52.14
ADANIPORTS, EQ, 05-Sep-2024, 1472.10, 1476.75, 1476.80, 1463.00, 1465.00, 1465.55, 1467.49, 959956, 14087.21, 56018, 468503, 48.80
ADANIPOWER, EQ, 05-Sep-2024, 650.85, 652.20, 655.90, 641.00, 642.15, 643.85, 648.07, 2222687, 14404.66, 56277, 949476, 42.72
ADFFOODS, EQ, 05-Sep-2024, 274.20, 275.15, 277.00, 265.65, 267.85, 267.25, 271.01, 379234, 1027.77, 13189, 148704, 39.21
ADL, EQ, 05-Sep-2024, 100.61, 102.10, 103.39, 100.80, 102.40, 101.98, 101.94, 7418, 7.56, 497, 2797, 37.71
ADORWELD, EQ, 05-Sep-2024, 1307.35, 1320.00, 1343.00, 1307.35, 1328.00, 1328.75, 1327.83, 19187, 254.77, 3005, 11581, 60.36
ADROITINFO, EQ, 05-Sep-2024, 19.29, 19.96, 19.96, 18.55, 18.89, 18.84, 19.10, 46295, 8.84, 430, 30207, 65.25
ADROITPP1, E1, 05-Sep-2024, 6.13, 6.26, 6.34, 6.00, 6.34, 6.31, 6.10, 3093, 0.19, 48, 2336, 75.53
ADSL, EQ, 05-Sep-2024, 293.90, 301.95, 319.90, 295.00, 301.30, 302.45, 307.91, 8841135, 27223.17, 129039, 1242786, 14.06
ADVANIHOTR, EQ, 05-Sep-2024, 76.41, 78.79, 79.58, 76.00, 76.45, 76.29, 77.15, 109457, 84.45, 3178, 49635, 45.35
ADVENZYMES, EQ, 05-Sep-2024, 459.00, 460.95, 477.70, 460.90, 464.00, 463.85, 469.95, 448885, 2109.52, 29132, 205452, 45.77
AEGISLOG, EQ, 05-Sep-2024, 848.35, 856.00, 858.90, 840.55, 850.10, 849.75, 850.20, 221741, 1885.25, 13587, 102684, 46.31
AEROFLEX, EQ, 05-Sep-2024, 175.12, 175.12, 189.00, 175.12, 188.89, 187.71, 185.14, 6078677, 11254.04, 67260, 2056897, 33.84
AERON, ST, 05-Sep-2024, 157.50, 165.35, 165.35, 165.35, 165.35, 165.35, 165.35, 95000, 157.08, 53, 94000, 98.95
AESTHETIK, SM, 05-Sep-2024, 89.90, 92.00, 94.50, 86.70, 91.00, 91.15, 90.40, 322000, 291.09, 147, 134000, 41.61
AETHER, EQ, 05-Sep-2024, 931.50, 940.00, 957.90, 920.00, 923.60, 926.15, 943.88, 390153, 3682.59, 13102, 116894, 29.96
AFFLE, EQ, 05-Sep-2024, 1608.30, 1610.00, 1643.00, 1610.00, 1624.10, 1628.50, 1634.03, 195511, 3194.70, 13534, 102298, 52.32
AFIL, EQ, 05-Sep-2024, 114.88, 114.89, 116.38, 113.11, 113.56, 113.71, 114.52, 102016, 116.83, 2458, 46191, 45.28
AGARIND, EQ, 05-Sep-2024, 1243.15, 1249.00, 1264.55, 1237.00, 1242.10, 1240.55, 1249.10, 20578, 257.04, 3749, 9245, 44.93
AGARWALFT, ST, 05-Sep-2024, 100.00, 101.45, 101.45, 95.00, 98.00, 98.00, 96.51, 21000, 20.27, 7, 15000, 71.43
AGI, EQ, 05-Sep-2024, 921.00, 927.00, 931.90, 890.10, 905.60, 901.45, 908.07, 203363, 1846.68, 9958, 114574, 56.34
AGIIL, EQ, 05-Sep-2024, 970.15, 995.00, 995.00, 965.10, 981.40, 973.45, 972.89, 1643, 15.98, 266, 1035, 62.99
AGNI, SM, 05-Sep-2024, 43.65, 43.15, 44.10, 43.00, 43.30, 43.30, 43.55, 52500, 22.86, 17, 37500, 71.43
AGRITECH, EQ, 05-Sep-2024, 212.09, 215.00, 215.00, 211.00, 211.65, 212.04, 212.77, 12946, 27.55, 875, 7515, 58.05
AGROPHOS, EQ, 05-Sep-2024, 45.23, 45.49, 46.15, 45.00, 45.40, 45.21, 45.47, 43463, 19.76, 1119, 14814, 34.08
AGSTRA, EQ, 05-Sep-2024, 103.39, 103.95, 104.21, 101.45, 103.98, 103.17, 102.78, 481083, 494.47, 6097, 232865, 48.40
AGUL, SM, 05-Sep-2024, 58.95, 57.05, 57.05, 57.05, 57.05, 57.05, 57.05, 2000, 1.14, 1, 2000, 100.00
AHL, EQ, 05-Sep-2024, 571.25, 577.35, 582.00, 566.10, 567.50, 570.60, 573.01, 375949, 2154.23, 4474, 88350, 23.50
AHLADA, EQ, 05-Sep-2024, 111.56, 112.10, 117.00, 111.98, 114.10, 114.19, 114.93, 124119, 142.65, 1459, 53618, 43.20
AHLEAST, EQ, 05-Sep-2024, 135.39, 135.90, 138.90, 135.10, 137.29, 137.16, 137.10, 18409, 25.24, 469, 13417, 72.88
AHLUCONT, EQ, 05-Sep-2024, 1167.45, 1179.00, 1210.25, 1160.10, 1197.80, 1197.85, 1195.84, 68536, 819.58, 9404, 28971, 42.27
AIAENG, EQ, 05-Sep-2024, 4385.90, 4385.00, 4432.45, 4330.40, 4355.15, 4360.45, 4374.58, 47598, 2082.21, 9279, 28673, 60.24
AIIL, EQ, 05-Sep-2024, 1661.60, 1670.00, 1690.00, 1654.65, 1663.95, 1663.95, 1665.05, 16635, 276.98, 2163, 8834, 53.10
AILIMITED, ST, 05-Sep-2024, 103.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3000, 3.00, 1, 3000, 100.00
AIMTRON, ST, 05-Sep-2024, 469.90, 466.00, 493.35, 465.00, 493.35, 493.35, 483.48, 120000, 580.17, 120, 112000, 93.33
AIRAN, BE, 05-Sep-2024, 38.01, 39.90, 39.91, 39.05, 39.91, 39.91, 39.81, 182266, 72.56, 858, -, -
AIROLAM, EQ, 05-Sep-2024, 132.49, 134.84, 134.84, 130.10, 131.30, 131.27, 132.36, 21833, 28.90, 1148, 5789, 26.51
AIRTELPP, E1, 05-Sep-2024, 1163.35, 1163.00, 1163.00, 1142.80, 1146.25, 1147.75, 1154.66, 229189, 2646.36, 15483, 203960, 88.99
AISL, SM, 05-Sep-2024, 149.25, 150.20, 155.00, 147.30, 154.00, 154.00, 150.93, 14400, 21.73, 12, 14400, 100.00
AJANTPHARM, EQ, 05-Sep-2024, 3229.55, 3250.00, 3379.00, 3244.65, 3325.05, 3330.10, 3335.36, 288675, 9628.36, 40612, 137219, 47.53
AJMERA, EQ, 05-Sep-2024, 676.75, 688.00, 694.95, 680.25, 685.00, 684.50, 688.05, 25726, 177.01, 2607, 17170, 66.74
AJOONI, BE, 05-Sep-2024, 10.34, 10.14, 10.14, 9.82, 9.82, 9.82, 9.84, 1750370, 172.30, 2639, -, -
AKANKSHA, ST, 05-Sep-2024, 136.75, 138.50, 143.55, 138.50, 143.55, 143.55, 143.11, 40000, 57.25, 20, 40000, 100.00
AKASH, EQ, 05-Sep-2024, 40.12, 40.01, 40.45, 39.22, 39.35, 39.49, 39.67, 37652, 14.94, 838, 19598, 52.05
AKG, EQ, 05-Sep-2024, 21.15, 21.12, 21.92, 21.10, 21.50, 21.60, 21.47, 89832, 19.29, 605, 47704, 53.10
AKI, EQ, 05-Sep-2024, 21.44, 21.11, 22.08, 21.11, 21.25, 21.38, 21.40, 40743, 8.72, 320, 30182, 74.08
AKIKO, SM, 05-Sep-2024, 68.00, 66.40, 67.80, 66.00, 67.80, 67.80, 66.90, 11200, 7.49, 7, 8000, 71.43
AKSHAR, BE, 05-Sep-2024, 1.78, 1.78, 1.84, 1.78, 1.81, 1.80, 1.81, 1362695, 24.62, 1590, -, -
AKSHARCHEM, EQ, 05-Sep-2024, 343.55, 345.70, 352.00, 341.55, 349.15, 348.90, 348.02, 11781, 41.00, 838, 7136, 60.57
AKSHOPTFBR, EQ, 05-Sep-2024, 8.90, 8.85, 8.94, 8.83, 8.87, 8.85, 8.86, 215649, 19.11, 603, 142968, 66.30
AKUMS, EQ, 05-Sep-2024, 896.95, 929.90, 929.90, 874.20, 876.00, 884.45, 898.14, 351327, 3155.40, 12543, 190760, 54.30
AKZOINDIA, EQ, 05-Sep-2024, 3561.30, 3624.95, 3730.00, 3585.00, 3665.00, 3687.20, 3694.16, 48265, 1782.99, 11736, 17896, 37.08
ALANKIT, EQ, 05-Sep-2024, 26.08, 26.29, 26.98, 26.25, 26.43, 26.34, 26.55, 1065327, 282.87, 4986, 483676, 45.40
ALBERTDAVD, BE, 05-Sep-2024, 1611.45, 1615.10, 1659.00, 1560.10, 1590.00, 1593.85, 1595.05, 5269, 84.04, 560, -, -
ALEMBICLTD, EQ, 05-Sep-2024, 155.52, 157.70, 164.50, 157.10, 163.30, 162.95, 161.89, 3356728, 5434.08, 36014, 1134742, 33.81
ALICON, EQ, 05-Sep-2024, 1505.30, 1505.00, 1518.00, 1475.30, 1476.50, 1482.95, 1493.70, 15530, 231.97, 2249, 9346, 60.18
ALKALI, EQ, 05-Sep-2024, 117.04, 120.50, 140.44, 120.45, 140.44, 140.44, 135.01, 1411591, 1905.72, 12049, 387648, 27.46
ALKEM, EQ, 05-Sep-2024, 6207.80, 6244.90, 6346.00, 6191.95, 6269.05, 6276.55, 6294.20, 358214, 22546.72, 42358, 222788, 62.19
ALKYLAMINE, EQ, 05-Sep-2024, 2171.40, 2190.00, 2249.40, 2181.00, 2222.90, 2222.15, 2223.83, 189846, 4221.86, 21828, 84260, 44.38
ALLCARGO, EQ, 05-Sep-2024, 67.99, 68.59, 69.51, 67.60, 67.75, 68.02, 68.41, 3154235, 2157.89, 19407, 1522946, 48.28
ALLETEC, SM, 05-Sep-2024, 451.30, 460.00, 492.50, 453.00, 462.00, 471.75, 476.18, 106000, 504.76, 239, 65200, 61.51
ALLSEC, EQ, 05-Sep-2024, 1146.20, 1158.25, 1158.25, 1110.10, 1128.00, 1123.80, 1127.75, 24413, 275.32, 4841, 12204, 49.99
ALMONDZ, BE, 05-Sep-2024, 32.34, 32.00, 32.39, 31.00, 31.35, 31.33, 31.50, 289448, 91.18, 1548, -, -
ALOKINDS, EQ, 05-Sep-2024, 27.00, 27.19, 28.30, 26.81, 28.14, 28.14, 27.75, 50679509, 14065.24, 68881, 10595470, 20.91
ALPA, EQ, 05-Sep-2024, 104.42, 104.05, 124.60, 104.05, 121.60, 121.69, 119.91, 3064102, 3674.19, 30301, 787349, 25.70
ALPEXSOLAR, ST, 05-Sep-2024, 950.40, 950.40, 978.00, 915.00, 924.00, 930.00, 936.02, 78800, 737.58, 189, 71200, 90.36
ALPHA, EQ, 05-Sep-2024, 57.45, 57.53, 57.84, 57.31, 57.35, 57.37, 57.61, 670402, 386.20, 3747, 473886, 70.69
ALPHAETF, EQ, 05-Sep-2024, 29.32, 30.20, 30.20, 29.21, 29.32, 29.31, 29.32, 1141158, 334.63, 2149, 998015, 87.46
ALPHAGEO, BE, 05-Sep-2024, 427.70, 430.00, 438.95, 424.10, 426.75, 429.45, 429.05, 7420, 31.84, 217, -, -
ALPL30IETF, EQ, 05-Sep-2024, 31.28, 31.27, 31.49, 31.15, 31.27, 31.19, 31.24, 1344353, 419.94, 1642, 1179162, 87.71
ALPSINDUS, BE, 05-Sep-2024, 3.85, 3.80, 3.80, 3.79, 3.79, 3.79, 3.80, 22233, 0.84, 94, -, -
ALUWIND, ST, 05-Sep-2024, 67.00, 66.00, 66.00, 65.00, 65.00, 65.05, 65.38, 18000, 11.77, 6, 18000, 100.00
AMBANIORGO, SM, 05-Sep-2024, 97.00, 92.20, 100.00, 92.20, 96.55, 96.55, 97.24, 12000, 11.67, 8, 8000, 66.67
AMBER, EQ, 05-Sep-2024, 4510.85, 4526.25, 4719.90, 4513.95, 4675.00, 4690.60, 4620.34, 298641, 13798.23, 38601, 169764, 56.85
AMBEY, SM, 05-Sep-2024, 75.85, 77.10, 77.10, 74.90, 75.50, 75.50, 75.44, 62000, 46.77, 29, 46000, 74.19
AMBICAAGAR, EQ, 05-Sep-2024, 30.55, 31.50, 31.90, 29.45, 31.52, 31.56, 30.90, 37828, 11.69, 990, 17563, 46.43
AMBIKCO, EQ, 05-Sep-2024, 1730.80, 1744.95, 1747.00, 1720.55, 1726.50, 1727.30, 1730.84, 17177, 297.31, 2443, 9950, 57.93
AMBUJACEM, EQ, 05-Sep-2024, 627.10, 628.95, 636.75, 627.40, 631.30, 631.85, 632.91, 2834101, 17937.19, 75400, 1466670, 51.75
AMDIND, EQ, 05-Sep-2024, 77.19, 79.99, 79.99, 77.52, 77.62, 77.83, 78.06, 14177, 11.07, 272, 9167, 64.66
AMEYA, SM, 05-Sep-2024, 109.40, 110.00, 110.00, 110.00, 110.00, 110.00, 110.00, 4000, 4.40, 2, 4000, 100.00
AMIABLE, SM, 05-Sep-2024, 81.00, 78.10, 81.00, 78.10, 81.00, 81.00, 80.03, 4800, 3.84, 3, 3200, 66.67
AMIORG, EQ, 05-Sep-2024, 1397.30, 1401.00, 1474.80, 1401.00, 1448.10, 1447.55, 1444.51, 551169, 7961.71, 41276, 311786, 56.57
AMJLAND, BE, 05-Sep-2024, 54.09, 54.94, 54.98, 52.20, 54.80, 54.65, 54.03, 46457, 25.10, 194, -, -
AMJUMBO, SM, 05-Sep-2024, 15.35, 13.75, 14.90, 13.75, 14.30, 14.30, 14.36, 48000, 6.89, 6, 32000, 66.67
AMNPLST, EQ, 05-Sep-2024, 322.50, 325.00, 332.00, 320.00, 328.00, 322.35, 326.24, 16169, 52.75, 1853, 8236, 50.94
AMRUTANJAN, EQ, 05-Sep-2024, 807.45, 811.50, 838.90, 806.00, 823.95, 817.00, 826.06, 102804, 849.22, 8342, 20702, 20.14
